state,county,cases,deaths,Population Density (people/mi^2),Diabetes Prevalence 2012* (%),Overall sufficient physical activity  prevalence 2011* (%),Overall obesity prevalence 2011* (%),Heavy Alcohol Consumption* (%) 2012 (Heavy- past 30 days 1drink/day for women 2 for men),Binge Alcohol Consumption* (%)2012 (Binge- past 30 days >4 drinks one occasion >5 for men),Population,LandArea (mi^2),"Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)"
North Carolina,Iredell,3286,34,306.3698561,13.91,52.2,35.9,7.4,15.4,"181,806",593.42,57.1,47.3,36.8,35
North Carolina,Jackson NC,731,7,88.87855004,14.66,53.45,35.5,6.5,13.5,"43,938",494.36,57.7,49.2,33.7,37.3
North Carolina,Johnston,4850,57,263.0217364,15.49,50.75,41.7,5.3,13.4,"209,339",795.9,56.1,45.4,39.8,43.5
North Carolina,Jones NC,164,14,19.84033366,16.21,47,42.8,8,16.4,"9,419",474.74,49.3,44.7,38.5,47.1
North Carolina,Lee NC,1786,15,238.1978717,15.78,49.25,37.9,5.3,12.5,"61,779",259.36,51.6,46.9,37,38.8
North Carolina,Lenoir,1093,33,139.1385442,17.65,42.2,44.9,5.5,12.5,"55,949",402.11,44.4,40,39.7,50.1
North Carolina,Lincoln NC,1889,15,280.4370481,14.66,51.75,34.2,6.8,14.7,"86,111",307.06,55.6,47.9,33.3,35.1
North Carolina,Macon NC,666,2,102.493112,15.35,54.8,33.3,6.2,13.6,"45,756",446.43,56,53.6,32,34.6
North Carolina,Madison NC,123,1,69.0320345,13.61,49.75,36.6,5.2,10.9,"35,858",519.44,50.9,48.6,34.5,38.6
North Carolina,Martin NC,532,15,48.17209539,14.35,46.85,46.9,5.3,12.1,"21,755",451.61,48.6,45.1,42,51.7
North Carolina,McDowell NC,1106,29,48.47699287,17.79,47.65,38.6,5.7,12.3,"22,440",462.9,50.5,44.8,36.3,40.9
North Carolina,Mecklenburg NC,29963,365,2019.783898,14.58,55.3,33,8.1,16.9,"1,110,356",549.74,58.8,51.8,32.3,33.6
North Carolina,Mitchell,172,3,67.35989196,14.56,49.35,36,5.5,11.5,"14,964",222.15,53.3,45.4,34.4,37.6
North Carolina,Montgomery NC,1076,36,54.22670126,16.39,43.2,41.3,5,12.4,"27,173",501.1,47.9,38.5,37.3,45.2
North Carolina,Moore NC,1899,36,142.8308485,12.76,52.3,33.8,7.1,14.7,"100,880",706.29,53,51.6,33.8,33.8
North Carolina,Nash,2701,50,173.750737,16.57,46.2,41.5,5.4,12.6,"94,298",542.72,49.1,43.3,37.5,45.5
North Carolina,New Hanover,4582,33,715.0093008,12.41,56.75,33,10.7,18.9,"234,473",327.93,58.6,54.9,33.2,32.8
North Carolina,Northampton NC,498,17,35.40689856,20.61,39.1,47.7,6.1,13,"19,483",550.26,42.1,36.1,41.9,53.5
North Carolina,Onslow NC,2505,26,217.8830108,15.4,52.65,37,6.3,14.5,"197,938",908.46,56.5,48.8,34.1,39.9
North Carolina,Orange NC,2795,57,370.1258881,11.73,60.2,24.2,8.9,17.5,"148,476",401.15,61.5,58.9,22.5,25.8
North Carolina,Pamlico NC,279,2,22.47456909,14.48,50.15,40.2,7.7,15.4,"12,726",566.24,53.4,46.9,37.1,43.2
North Carolina,Pasquotank NC,768,33,137.5850751,16.88,47.55,42.4,5.7,13.3,"39,824",289.45,50.8,44.3,40,44.8
North Carolina,Pender NC,1083,8,67.61088893,14.75,51.85,40.4,6.9,15,"63,060",932.69,55.3,48.4,38.8,41.9
North Carolina,Perquimans,201,3,40.92719258,15.87,51.65,39.4,6.3,13.4,"13,463",328.95,53.9,49.4,37.7,41.1
North Carolina,Person,487,8,97.72333581,15.74,50.5,43.5,5.7,13.1,"39,490",404.1,53.5,47.5,41.9,45
North Carolina,Pitt,5343,33,276.0220522,14.6,48.85,41.1,6.7,14.6,"180,742",654.81,50.8,46.9,37.5,44.6
North Carolina,Polk,340,11,86.86394501,13.52,58.75,30,7.4,14.3,"20,724",238.58,60.9,56.6,28.9,31.1
North Carolina,Randolph,3089,55,181.8638682,14.79,49.3,36.7,5.8,14,"143,667",789.97,53,45.6,35.3,38
North Carolina,Richmond NC,1141,20,93.46384789,17.36,45.05,40.5,5.1,12.4,"44,829",479.64,48.7,41.4,37.2,43.8
North Carolina,Robeson,5040,84,137.3453058,21.6,39.3,47.7,4.5,11.1,"130,625",951.07,40.4,38.2,41.3,54
North Carolina,Rockingham,1467,17,159.0110946,16.4,45.4,41.6,5.3,12.6,"91,010",572.35,47.5,43.3,39.4,43.7
North Carolina,Rowan,3671,105,271.2172403,15.33,47.6,39.3,6,13.8,"142,088",523.89,51.1,44.1,38.2,40.3
North Carolina,Rutherford,1407,43,118.4299799,15.1,46.75,37,5.4,11.7,"67,029",565.98,49.1,44.4,34.4,39.5
North Carolina,Sampson,2363,28,67.05047968,17.48,44.5,46.4,4.8,11.7,"63,531",947.51,45.2,43.8,41.2,51.5
North Carolina,Scotland NC,1400,17,108.6012787,18.5,47.35,43.8,5.1,12.4,"34,823",320.65,52.2,42.5,39.8,47.7
North Carolina,Stanly,2171,56,155.3450408,14.37,48.45,36.8,6.2,13.3,"62,806",404.3,53,43.9,35.2,38.4
North Carolina,Stokes,525,4,100.0021935,14.63,48.55,37.7,5.6,13,"45,591",455.9,51.5,45.6,35.8,39.6
North Carolina,Surry,1451,23,133.4727878,14.87,46.3,39.2,4.7,11.7,"71,783",537.81,47.4,45.2,37.4,40.9
North Carolina,Swain,172,3,26.39600481,17.28,48.7,38.7,5.7,13.5,"14,271",540.65,51.4,46,36.2,41.1
North Carolina,Transylvania,349,9,90.35131513,12.76,59.55,31.2,6.7,14.1,"34,385",380.57,60.3,58.8,31,31.3
North Carolina,Tyrrell,117,3,6.689765458,19.16,43.2,45.6,6.3,13.3,"4,016",600.32,42.9,43.5,41.8,49.3
North Carolina,Union,5232,59,374.9906197,13.44,55.25,35.2,6.7,14.8,"239,859",639.64,57.5,53,36.4,34
North Carolina,Vance,1099,46,165.0361312,18.88,44.25,47.1,4.5,11.3,"44,535",269.85,48.8,39.7,43,51.1
North Carolina,Wake,19056,260,1296.514286,12.91,54.15,32.2,7.6,16.1,"1,111,761",857.5,58.2,50.1,31,33.4
North Carolina,Warren,370,7,44.45621071,19.09,42.95,47.5,5.1,11.9,"19,731",443.83,47,38.9,42.4,52.5
North Carolina,Washington NC,222,8,27.29458351,19.2,45.7,46.3,4.9,11.2,"11,580",424.26,48.9,42.5,40.9,51.7
North Carolina,Watauga NC,1122,2,179.6169587,13.06,56.05,30.7,8.4,14.7,"56,177",312.76,57.9,54.2,28,33.4
North Carolina,Wayne NC,3712,73,221.172223,17.17,43,41.7,5.1,12.5,"123,131",556.72,46.4,39.6,37.7,45.6
North Carolina,Wilkes NC,1359,35,90.0205274,14.56,47.15,38,4.6,10.8,"68,412",759.96,49.6,44.7,35.4,40.5
North Carolina,Wilson NC,2433,58,218.5497876,17.41,40.4,44,5.4,13.2,"81,801",374.29,41.8,39,39.4,48.5
North Carolina,Yadkin NC,798,9,111.5960063,14.51,47.95,39,5.3,12,"37,667",337.53,48.5,47.4,37.6,40.4
North Carolina,Yancey NC,224,0,57.70446779,14.37,52.2,34.4,5.9,12.2,"18,069",313.13,55.9,48.5,33.5,35.3
North Dakota,Adams ND,29,0,2.240896359,10.17,57.35,32.1,11.6,32.2,"2,216",988.89,57.6,57.1,32.2,31.9
North Dakota,Barnes,262,1,6.882128273,11.98,55.45,36.1,9.3,27,"10,415",1513.34,56.7,54.2,36.9,35.3
North Dakota,Benson,375,7,4.746455096,18.12,48.95,43.7,14.7,27.5,"6,832",1439.39,50.2,47.7,39.5,47.8
North Dakota,Billings ND,20,0,0.804528943,12.47,57.45,35.6,11.9,29.3,928,1153.47,57.6,57.3,35.7,35.5
North Dakota,Bottineau,121,9,3.700017081,12.65,54,36.3,9.5,27.9,"6,282",1697.83,54.9,53.1,36.6,36
North Dakota,Bowman ND,55,0,2.591193028,11.5,55.6,34.4,12.2,32.8,"3,024",1167.03,55.5,55.7,34.6,34.2
North Dakota,Burke,40,1,1.872791832,12.84,55.9,37.3,10.7,33,"2,115",1129.33,57.1,54.7,38.9,35.7
North Dakota,Burleigh,4356,56,57.32561207,11.16,54.9,33.2,7.7,24.6,"95,626",1668.12,56.8,53,34.2,32.2
North Dakota,Cass,6081,78,102.8976244,10.87,54.25,34.7,8.5,24.7,"181,923",1768,54.4,54.1,35.2,34.1
North Dakota,Cavalier ND,57,0,2.491027797,11.86,54.15,35.6,12.2,32.7,"3,762",1510.22,54.8,53.5,36.1,35.1
North Dakota,Dickey ND,152,0,4.267096413,11.81,53.9,35.7,8.2,21.9,"4,872",1141.76,54.2,53.6,36.1,35.3
North Dakota,Divide,21,1,1.749289158,12.12,55.4,37.1,9.7,27.8,"2,264",1294.24,56.3,54.5,38.2,35.9
North Dakota,Dunn,146,3,2.124492168,13.06,54.9,36.9,13.2,31.8,"4,424",2082.38,55.6,54.2,36.3,37.5
North Dakota,Eddy,112,3,3.549809083,12.92,53.05,35.4,9.7,27.1,"2,287",644.26,54,52.1,35.6,35.2
North Dakota,Emmons,231,5,2.084485664,12.45,49.15,38.3,11.4,29.2,"3,241",1554.82,49.6,48.7,38.5,38.1
North Dakota,Foster,77,1,4.963277928,11.84,56,34.1,7,22.4,"3,210",646.75,56.7,55.3,34.8,33.4
North Dakota,Golden Valley ND,79,0,1.756783719,12.19,58,35.8,11.9,27.5,"1,761",1002.4,58.1,57.9,35.9,35.6
North Dakota,Grand Forks,2511,14,48.23287567,11.28,55.85,37,8.6,24.6,"69,451",1439.91,57.7,54,37.8,36.2
North Dakota,Grant ND,43,1,1.364929593,12.51,53.5,36.9,9.8,25.7,"2,274",1666.02,53.7,53.3,36.2,37.5
North Dakota,Griggs,61,1,3.115008168,12.03,55,35.5,9.4,26.4,"2,231",716.21,55.5,54.5,36.1,34.9
North Dakota,Hettinger ND,74,0,2.204131313,12.44,53.25,35.2,12.1,31.3,"2,499",1133.78,53.4,53.1,35,35.4
North Dakota,Kidder ND,62,0,1.730272797,12.32,48.6,38,9.4,29.8,"2,480",1433.3,48.8,48.4,38.1,37.8
North Dakota,LaMoure ND,115,0,3.515631788,11.81,55.3,35.9,11.2,31.1,"4,046",1150.86,55.6,55,36.4,35.3
North Dakota,Logan ND,87,0,1.829618055,12.6,46.7,40.7,12,32.9,"1,850",1011.14,47.1,46.3,40.7,40.6
North Dakota,McHenry,113,6,3.004974292,13.12,53.4,37.5,9.6,28.6,"5,745",1911.83,54.7,52.1,37.9,37
North Dakota,McIntosh,102,3,2.509245116,12.33,44.2,40.2,9.4,26.9,"2,497",995.12,44.1,44.3,40,40.3
North Dakota,McKenzie,310,2,5.251218958,13.36,54.8,38.3,8.9,23.8,"15,024",2861.05,56.2,53.4,37.4,39.2
North Dakota,McLean,340,4,4.058807613,12.97,54.65,37.1,9.7,28.8,"9,450",2328.27,55.9,53.4,37.4,36.7
North Dakota,Mercer,218,1,7.359167273,12.12,53.35,37,9.2,27.4,"8,187",1112.49,54.1,52.6,37.3,36.7
North Dakota,Morton,1521,41,16.12221714,12.23,51.7,37.7,9.4,26.7,"31,364",1945.39,50.4,53,38.2,37.2
North Dakota,Mountrail,323,3,5.43231882,14.6,54.5,39.4,12.2,26.6,"10,545",1941.16,56.8,52.2,38.2,40.5
North Dakota,Nelson ND,118,0,2.853885805,11.98,56.1,37.1,10.5,33.5,"2,879",1008.8,56.9,55.3,37.7,36.5
North Dakota,Oliver ND,29,0,2.679047632,12.54,52.9,35.8,9,26,"1,959",731.23,53.3,52.5,36.3,35.2
North Dakota,Pembina,134,0,6.062686088,12.1,56.45,35.5,9.8,27.6,"6,801",1121.78,57.7,55.2,35.9,35.1
North Dakota,Pierce,37,0,3.672869736,12.74,51.7,37.7,9.7,27.9,"3,975",1082.26,53.4,50,37.9,37.5
North Dakota,Ramsey,308,2,8.854434904,12.37,53,35.4,10.1,28.3,"11,519",1300.93,54.2,51.8,35.4,35.3
North Dakota,Ransom,90,0,6.038093916,11.96,54.6,35,10.5,29.3,"5,218",864.18,54.7,54.5,36.1,33.9
North Dakota,Renville,85,1,2.608422728,12.59,56.2,35.4,10.6,34.2,"2,327",892.11,58,54.4,36.4,34.4
North Dakota,Richland,273,2,11.18896113,11.66,52.55,36.9,11.4,28.5,"16,177",1445.8,51.1,54,38.4,35.4
North Dakota,Rolette,240,7,15.09048329,20.28,49.05,44.3,19.6,30.6,"14,176",939.4,51,47.1,37.6,51
North Dakota,Sargent,93,1,4.495185377,11.95,54.65,37.2,11.7,32.6,"3,898",867.15,54.9,54.4,38,36.3
North Dakota,Sheridan,18,1,1.307377986,13.08,50.25,36.5,7.3,22.8,"1,315",1005.83,50.6,49.9,36.5,36.5
North Dakota,Sioux,177,3,3.74877035,21.94,46.1,47.9,21.4,27.1,"4,230",1128.37,48.2,44,40.6,55.1
North Dakota,Slope,11,0,0.615122163,12.27,55.6,36.9,7.9,20.9,750,1219.27,55.1,56.1,36.9,36.8
North Dakota,Stark,1926,21,23.48961247,12.06,51.85,36.9,10,25.7,"31,489",1340.55,50.4,53.3,36.5,37.2
North Dakota,Steele,31,0,2.641361769,11.95,55.6,38,10.9,33.6,"1,890",715.54,56.4,54.8,39.1,36.8
North Dakota,Stutsman,572,4,9.008162342,12.46,50.15,36.5,8.1,23.7,"20,704",2298.36,48.3,52,37.2,35.8
North Dakota,Towner,30,0,2.101554325,12.06,56.3,36.6,10,27.9,"2,189",1041.61,57.5,55.1,36.9,36.3
North Dakota,Traill ND,149,0,9.316129331,11.54,55.85,37.6,11.3,32.6,"8,036",862.59,56.3,55.4,39.1,36.1
North Dakota,Walsh ND,255,1,8.222258281,12.54,52,37.4,11,32,"10,641",1294.17,53.4,50.6,37.7,37
North Dakota,Ward ND,1353,17,32.89355949,12.66,49.45,35.5,8.7,26.1,"67,641",2056.36,48.4,50.5,36.6,34.3
North Dakota,Wells ND,53,0,2.970481134,12.28,53.2,36.1,8.3,22.4,"3,834",1290.7,54.1,52.3,36.5,35.7
North Dakota,Williams ND,1308,9,17.49888272,12.42,49.65,36.9,9.6,28.1,"37,589",2148.08,49.3,50,38.7,35.1
Ohio,Adams OH,162,4,47.27992762,16.65,45.35,41.8,7.2,16.9,"27,698",585.83,45.4,45.3,40.9,42.7
Ohio,Allen OH,1641,72,251.5260985,15.58,47.9,44.2,8.2,19.2,"102,351",406.92,50.6,45.2,43.4,44.9
Ohio,Ashland,319,5,125.2963501,13.71,52.85,38.3,7.6,17.1,"53,484",426.86,53.8,51.9,39,37.5
Ohio,Ashtabula,680,48,71.04313393,15.29,53.8,38.3,8.5,18.8,"97,241",1368.76,54.6,53,35.8,40.7
Ohio,Athens,909,2,128.4498014,16.6,52.85,39.3,8.3,18.2,"65,327",508.58,51.9,53.8,37.7,40.9
Ohio,Auglaize,717,16,113.6456415,13.95,49.75,39,10.4,22,"45,656",401.74,52.7,46.8,39,38.9
Ohio,Belmont,733,27,123.7620288,15.31,48.1,39.2,7.9,20.4,"67,006",541.41,51.9,44.3,37.6,40.8
Ohio,Brown OH,303,3,87.69535194,15.94,47.6,40.4,8,17.3,"43,432",495.26,49.9,45.3,40.6,40.2
Ohio,Butler OH,6911,115,814.7626744,15.22,55.2,36.7,8,19.2,"383,134",470.24,57.1,53.3,37.4,35.9
Ohio,Carroll OH,168,7,67.45025312,14.51,49.75,40.5,8.9,18.8,"26,914",399.02,53.4,46.1,40.3,40.6
Ohio,Champaign OH,335,3,90.48494438,14.59,50.6,39.2,6.8,17.5,"38,885",429.74,55.1,46.1,39.1,39.2
Ohio,Clark OH,2048,52,332.0283288,16.09,50.8,38.5,7.4,18.1,"134,083",403.83,53.5,48.1,36.3,40.7
Ohio,Clermont OH,1924,34,450.9721676,14.38,52.4,36.6,8.7,18.7,"206,428",457.74,56.1,48.7,37.3,35.8
Ohio,Clinton,346,13,101.78749,14.8,51.95,36.3,7.5,17.7,"41,968",412.31,53.8,50.1,36.4,36.1
Ohio,Columbiana,2003,86,190.3572363,14.87,49.1,41.3,8.5,18.8,"101,883",535.22,51.2,47,39.5,43
Ohio,Coshocton,252,11,64.48089357,14.89,52.3,39.3,7.4,18,"36,600",567.61,54.8,49.8,38.1,40.5
Ohio,Crawford,294,6,103.001117,15.38,47.05,40.7,8.7,19.9,"41,494",402.85,49.5,44.6,39.5,41.9
Ohio,Cuyahoga,18183,665,991.5319279,14.82,53.95,35.4,9,20.1,"1,235,072",1245.62,57,50.9,33.3,37.5
Ohio,Darke,964,44,85.13441487,14.76,48.55,39.1,7.9,18.5,"51,113",600.38,49.7,47.4,37.5,40.6
Ohio,Defiance,390,13,91.95094276,14.48,52.95,37.2,8.1,20.3,"38,087",414.21,55.8,50.1,36.9,37.4
Ohio,Delaware,2511,26,458.7315511,11.77,59.1,32.3,8.9,18.9,"209,177",455.99,62.2,56,34.6,30
Ohio,Erie,1022,51,118.6774905,14.2,52.5,38.1,10.2,22.6,"74,266",625.78,54.2,50.8,36.7,39.5
Ohio,Fairfield,2310,55,309.831295,14.21,54.3,39.5,9.6,19.7,"157,574",508.58,57.6,51,39.2,39.8
Ohio,Fayette,324,7,70.06705804,15.98,44.8,39.6,7.2,17.3,"28,525",407.11,47,42.6,38,41.1
Ohio,Franklin OH,28661,633,2423.402963,14.77,52.65,37.7,8.5,19.2,"1,316,756",543.35,54.7,50.6,35.8,39.5
Ohio,Fulton,378,1,103.4122152,13.93,54.6,38.2,8.4,20.1,"42,126",407.36,51.3,57.9,38.9,37.5
Ohio,Gallia,235,13,63.45615078,15.81,44.65,40.2,7.7,17.1,"29,898",471.16,48.7,40.6,39.1,41.2
Ohio,Geauga,755,49,229.1331262,11.62,58.3,33.1,9.7,21.3,"93,649",408.71,59.5,57.1,32.6,33.6
Ohio,Greene OH,1774,37,405.8644052,13.53,57.1,34,8.4,18.9,"168,937",416.24,61.3,52.9,33.1,34.8
Ohio,Guernsey,192,8,73.58090587,14.92,50.45,39.6,7.1,17.6,"38,875",528.33,52.1,48.8,37.5,41.6
Ohio,Hamilton OH,14208,333,1980.264528,15.54,52.75,35.4,9.5,21.8,"817,473",412.81,54.1,51.4,32.7,38.1
Ohio,Hancock OH,849,14,142.0114684,14.32,52.5,38.4,8.7,19.7,"75,783",533.64,55.7,49.3,38.3,38.4
Ohio,Hardin OH,274,13,66.6560408,14.82,47.75,41.2,8.2,18.2,"31,365",470.55,48.5,47,41.4,40.9
Ohio,Harrison OH,71,3,36.61059857,14.91,50.1,40.4,8.5,18.9,"15,040",410.81,56.2,44,39,41.8
Ohio,Henry OH,382,17,64.3,14.1,53.1,39,8.2,20.2,"27,006",420,51.6,54.6,39.5,38.4
Ohio,Highland OH,281,4,77.36471347,15.82,45.8,39.7,7.2,16.8,"43,161",557.89,46.5,45.1,38,41.4
Ohio,Hocking,179,9,66.72017374,15.48,52.1,40.9,7.4,17.2,"28,264",423.62,53.7,50.5,39.4,42.3
Ohio,Holmes,439,10,103.6694651,14.51,33.15,46.5,4.6,13.7,"43,960",424.04,33.7,32.6,46.4,46.5
Ohio,Huron,636,8,117.7233604,14.65,49.25,39.7,9.7,21.2,"58,266",494.94,52,46.5,37.7,41.6
Ohio,Jackson,317,7,76.89552097,16.65,45.05,43.2,7.5,17.4,"32,413",421.52,49.9,40.2,40.9,45.4
Ohio,Jefferson,380,4,158.9841563,15.4,49.05,40.8,10.9,22,"65,325",410.89,54.6,43.5,41.3,40.2
Ohio,Knox,311,15,117.6863811,14.29,52.85,36.9,7.6,17.6,"62,322",529.56,52.9,52.8,36,37.8
Ohio,Lake,1729,56,235.0809994,13.58,58.55,34.2,10.9,21.9,"230,149",979.02,62.1,55,35.1,33.2
Ohio,Lawrence,766,23,130.0306145,16.99,47.55,44.2,6.7,16.9,"59,463",457.3,50.5,44.6,44.6,43.7
Ohio,Licking,2076,65,256.921222,14.87,53.8,38.7,8.7,18.9,"176,862",688.39,55.3,52.3,38.6,38.7
Ohio,Logan,347,3,97.83852103,15.14,48.7,40,8,18.6,"45,672",466.81,51.8,45.6,40.2,39.8
Ohio,Lorain,2447,89,335.6476617,14.45,53.9,38.5,9.9,21.6,"309,833",923.09,52.4,55.4,38,39
Ohio,Lucas,7656,369,764.0339612,15.37,54.35,40.6,8.9,21.5,"428,348",560.64,55.1,53.6,38.9,42.2
Ohio,Madison,940,14,95.99545035,14.49,49.05,39.2,7.5,17.2,"44,731",465.97,54.8,43.3,39.2,39.1
Ohio,Mahoning,3316,282,540.1110061,14.8,53.9,36.7,9.4,21.7,"228,683",423.4,59.3,48.5,36.5,36.9
Ohio,Marion OH,3216,48,161.0535171,15.67,46.95,40,8.3,18.6,"65,093",404.17,48.2,45.7,38.7,41.3
Ohio,Medina,1584,41,424.8008886,12.66,60.25,34.3,10.3,22.2,"179,746",423.13,62.6,57.9,35.3,33.2
Ohio,Meigs,191,12,52.97518559,16.55,47.65,41.6,8.3,17.6,"22,907",432.41,49.2,46.1,40.2,42.9
Ohio,Mercer,1267,27,86.98554889,13.66,51.9,36.4,13,27.1,"41,172",473.32,54.2,49.6,36.5,36.2
Ohio,Miami OH,1684,56,261.4604462,14.62,52.45,37.5,7.6,18.6,"106,987",409.19,54.3,50.6,37.1,37.8
Ohio,Monroe OH,113,18,29.84611349,15.13,50.1,41.7,7.9,17.9,"13,654",457.48,54.2,46,40.2,43.2
Ohio,Montgomery OH,8732,182,1144.914835,16.06,54.25,37.9,8.7,18.7,"531,687",464.39,56.5,52,36.8,39
Ohio,Morgan OH,55,0,34.38892576,15.89,49.4,40.9,8.3,18,"14,508",421.88,52,46.8,39.3,42.4
Ohio,Morrow OH,277,2,86.72001571,14.77,49.9,39.9,7.1,16.6,"35,328",407.38,49.9,49.9,38.1,41.6
Ohio,Muskingum,593,3,128.1797773,15.46,51.35,38.8,8.9,19.2,"86,215",672.61,53.7,49,35.6,42
Ohio,Noble OH,68,0,35.65002472,15.77,45.3,43.6,9.1,19.2,"14,424",404.6,46.9,43.7,42.7,44.4
Ohio,Ottawa,500,30,65.31970794,13.87,54.15,40.6,10.5,22.8,"40,525",620.41,55,53.3,40.4,40.7
Ohio,Paulding OH,138,0,44.57175594,14.19,50.05,39.2,9.7,22.2,"18,672",418.92,51.9,48.2,38,40.3
Ohio,Perry,325,11,87.57210024,15.51,49.75,41.3,8.2,19.3,"36,134",412.62,50.8,48.7,38.8,43.7
Ohio,Pickaway,2749,46,115.3362008,15.19,44.45,42.1,7.9,17.4,"58,457",506.84,46.3,42.6,41.4,42.7
Ohio,Pike OH,233,0,62.55236722,17.41,45.8,42.5,7.4,17.3,"27,772",443.98,49.6,42,38.9,46.1
Ohio,Portage,1329,67,320.3572978,13.53,58.45,36.7,9.6,19.9,"162,466",507.14,63.6,53.3,37.1,36.2
Ohio,Preble,490,17,95.88835464,14.72,49.55,37.6,8.2,17.7,"40,882",426.35,50.9,48.2,37.1,38
Ohio,Putnam OH,709,27,69.92029404,13.61,52.7,38.6,12,26.4,"33,861",484.28,54.5,50.9,39.4,37.8
Ohio,Richland,1101,20,242.1336638,15.5,49.15,40.2,7,17.1,"121,154",500.36,53.4,44.9,38.5,41.8
Ohio,Ross,1042,31,110.6291486,16.26,47.15,40.7,8,18.2,"76,666",693,51.6,42.7,36.6,44.7
Ohio,Sandusky,621,21,140.0622307,14.87,50,40.7,9.5,21.8,"58,518",417.8,50.2,49.8,38.3,43
Ohio,Scioto,627,7,122.2391742,17.23,50.2,43.5,7.3,16.8,"75,314",616.12,52,48.4,42.6,44.3
Ohio,Seneca,519,14,99.88595427,15.15,48.35,39.5,10.7,23.3,"55,178",552.41,51.7,45,37.9,41.1
Ohio,Shelby,758,14,118.2065878,14.33,50.7,38,9.5,22.4,"48,590",411.06,54,47.4,37.3,38.6
Ohio,Stark,3229,178,637.9419561,14.09,54.45,39.2,8.5,19.4,"370,606",580.94,56.4,52.5,38.8,39.5
Ohio,Summit,5753,259,1287.819567,13.26,55.35,35.8,9,21.1,"541,013",420.1,58.4,52.3,35.8,35.7
Ohio,Trumbull,2037,133,312.2224325,14.93,54.1,37.4,9.4,21.8,"197,974",634.08,59.2,49,35.8,39
Ohio,Tuscarawas,1031,20,160.9486816,14.14,53.8,40.2,7.2,18,"91,987",571.53,56.5,51.1,40.3,40.1
Ohio,Union OH,627,2,134.9839817,14.12,54.05,38.8,8.1,18,"58,988",437,58.8,49.3,40.3,37.3
Ohio,Van Wert OH,175,3,68.87773745,14.15,52.15,38.4,7.7,18.6,"28,275",410.51,56.8,47.5,37.1,39.6
Ohio,Vinton OH,62,3,31.53088026,16.84,44.25,42.8,7.4,17.4,"13,085",414.99,45.9,42.6,39.7,45.8
Ohio,Warren OH,3414,59,576.2194822,13.16,57.2,33.2,7.7,17.8,"234,602",407.14,56.8,57.6,35.5,30.8
Ohio,Washington OH,273,23,93.58461683,14.79,52.5,39.4,8.2,18.5,"59,911",640.18,56,49,41.5,37.3
Ohio,Wayne OH,1019,68,207.9843261,13.82,50.85,37.6,6.5,16.6,"115,710",556.34,51.2,50.5,38.7,36.4
Ohio,Williams OH,251,3,86.72591472,14.09,57,37,7.9,19,"36,692",423.08,56.5,57.5,37.2,36.7
Ohio,Wood OH,2189,81,210.7979632,13.85,56.35,38.8,9.6,21.3,"130,817",620.58,57.8,54.9,38.4,39.2
Ohio,Wyandot OH,233,13,53.40856127,14.44,49.65,38.7,9.1,21.3,"21,772",407.65,52.9,46.4,38.9,38.4
Oklahoma,Adair OK,673,10,38.46047205,18.87,43.35,43.4,5.7,13,"22,194",577.06,44.2,42.5,40.9,45.9
Oklahoma,Alfalfa OK,83,0,6.468519569,14.23,50.05,38.5,4.1,17,"5,702",881.5,51.6,48.5,37.7,39.3
Oklahoma,Atoka,350,1,13.89626787,16.24,49.8,40.7,5.2,12.1,"13,758",990.05,52.2,47.4,39.6,41.8
Oklahoma,Beaver OK,67,0,2.921856432,13.59,51.4,36.9,4.2,14.7,"5,311",1817.68,52,50.8,36.9,36.9
Oklahoma,Beckham,673,8,24.17522866,14.65,50.7,38.1,6.6,15.3,"21,859",904.19,51.1,50.3,38.3,37.9
Oklahoma,Blaine OK,148,1,10.04217522,15.1,44.95,40,5.2,14.7,"9,429",938.94,45.9,44,40.7,39.2
Oklahoma,Bryan,1132,5,50.86964356,15.1,49.05,38.8,5.5,13,"47,995",943.49,54,44.1,38.8,38.7
Oklahoma,Caddo,919,21,22.28903992,17.31,47,41.7,4.7,13.9,"28,762",1290.41,50.3,43.7,40.7,42.6
Oklahoma,Canadian,2716,17,163.8287766,14.46,47.75,36.6,7.3,16.5,"148,306",905.25,47.5,48,37.2,36
Oklahoma,Carter,626,9,57.70227158,15.41,47.1,38.6,5.8,15.2,"48,111",833.78,45.7,48.5,38,39.1
Oklahoma,Cherokee,1206,8,62.66597978,17.15,49.4,41.3,7.2,15.5,"48,657",776.45,52.7,46.1,39.5,43.1
Oklahoma,Choctaw,363,2,18.32350884,17.3,45.15,41.1,4.3,11,"14,672",800.72,46.4,43.9,39.5,42.6
Oklahoma,Cimarron OK,31,0,1.160611969,13.32,48.4,39.4,3.7,14.7,"2,137",1841.27,49.6,47.2,38.5,40.2
Oklahoma,Cleveland OK,6734,81,508.6301689,14.55,52.95,37.1,7.4,16.5,"284,014",558.39,55.8,50.1,37.3,36.8
Oklahoma,Coal OK,75,0,10.54055091,16.48,46.15,43.2,5.2,13.4,"5,495",521.32,48,44.3,41.9,44.4
Oklahoma,Comanche,1839,13,111.4013156,16.84,51.3,39.7,7.4,17.2,"120,749",1083.91,53.5,49.1,36.6,42.7
